**** BEGIN LOGGING AT Wed Apr 18 22:05:42 2018

Apr 18 22:05:42 *	Now talking on #shade
Apr 18 22:09:32 *	sirlagsalot_tf (sirlagsalot_tf@sirlagsalot_tf.tmi.twitch.tv) has joined
Apr 18 22:09:32 *	progrug (progrug@progrug.tmi.twitch.tv) has joined
Apr 18 22:09:32 *	kaurasaur (kaurasaur@kaurasaur.tmi.twitch.tv) has joined
Apr 18 22:09:32 *	cheeeese_ (cheeeese_@cheeeese_.tmi.twitch.tv) has joined
Apr 18 22:09:32 *	cardister (cardister@cardister.tmi.twitch.tv) has left
Apr 18 22:09:32 *	electricalskateboard (electricalskateboard@electricalskateboard.tmi.twitch.tv) has left
Apr 18 22:09:40 <alightshiningindarkn3ss>	LUL
Apr 18 22:09:44 <dispellado>	next level arrows right there
**** ENDING LOGGING AT Wed Apr 18 22:09:45 2018

**** BEGIN LOGGING AT Wed Apr 18 22:09:45 2018

Apr 18 22:09:52 <kaurasaur>	!roulette all
Apr 18 22:09:52 *	streamelements Kaurasaur went all in and lost every single one of his 5 points LUL
Apr 18 22:09:59 <r4ve_>	lmao
Apr 18 22:09:59 <kaurasaur>	rigged
**** ENDING LOGGING AT Wed Apr 18 22:10:05 2018

**** BEGIN LOGGING AT Wed Apr 18 22:10:05 2018

**** ENDING LOGGING AT Wed Apr 18 22:10:15 2018

**** BEGIN LOGGING AT Wed Apr 18 22:10:15 2018

Apr 18 22:10:15 <k_r_a_f_t>	I'm Rick Harris and this is my gambling den
Apr 18 22:10:22 <r4ve_>	@shade throw?
Apr 18 22:10:24 <n8doge44>	which sign is shade using
Apr 18 22:10:24 <bhsr>	The house always wins
Apr 18 22:10:27 <phace_>	here comes the comeback
Apr 18 22:10:32 <blockheaddd>	5-3
Apr 18 22:10:34 <zeekaptain>	house is rigged
Apr 18 22:10:35 <jesus_extrocent>	Shade hitting them with the B4nny Squint
Apr 18 22:10:37 <jimijam>	I can't see the whole title
Apr 18 22:10:40 <5econd5ight>	!roulette all
Apr 18 22:10:40 *	streamelements 5econd5ight went all in and lost every single one of his 1250 points LUL
Apr 18 22:10:41 <logstfbot>	http://logs.tf/2007512
Apr 18 22:10:46 <bhsr>	Ooof
Apr 18 22:10:56 <mr_steal_youre_girl>	!duel @k_r_a_f_t 13
Apr 18 22:10:56 <streamelements>	@k_r_a_f_t, mr_steal_youre_girl wants to duel you for 13 points, you can !accept or !deny within 2 minutes
Apr 18 22:10:59 <funky_squirrel>	is this a scrim?
Apr 18 22:10:59 <mr_steal_youre_girl>	pussy you won't
Apr 18 22:11:03 <jimijam>	!title
Apr 18 22:11:03 <k_r_a_f_t>	!accept
Apr 18 22:11:03 *	streamelements mr_steal_youre_girl won the Duel vs k_r_a_f_t PogChamp mr_steal_youre_girl won 13 points FeelsGoodMan
Apr 18 22:11:07 <mr_steal_youre_girl>	8)
Apr 18 22:11:07 <k_r_a_f_t>	FUCK YOU
Apr 18 22:11:08 <r4ve_>	!accept
Apr 18 22:11:10 <streamelements>	Be sure to follow me on Twitter for updates and food and stuff: http://twitter.com/shadetf2
Apr 18 22:11:10 *	138nick (138nick@138nick.tmi.twitch.tv) has joined
Apr 18 22:11:10 *	progradetf2 (progradetf2@progradetf2.tmi.twitch.tv) has joined
Apr 18 22:11:10 *	sarjo_14 (sarjo_14@sarjo_14.tmi.twitch.tv) has joined
Apr 18 22:11:10 *	electricalskateboard (electricalskateboard@electricalskateboard.tmi.twitch.tv) has joined
Apr 18 22:11:10 *	thenetso (thenetso@thenetso.tmi.twitch.tv) has joined
Apr 18 22:11:10 *	somewaffles_ (somewaffles_@somewaffles_.tmi.twitch.tv) has joined
Apr 18 22:11:10 *	sirlagsalot_tf (sirlagsalot_tf@sirlagsalot_tf.tmi.twitch.tv) has left
Apr 18 22:11:10 *	br0king (br0king@br0king.tmi.twitch.tv) has left
Apr 18 22:11:10 *	progrug (progrug@progrug.tmi.twitch.tv) has left
Apr 18 22:11:10 *	5econd5ight (5econd5ight@5econd5ight.tmi.twitch.tv) has left
Apr 18 22:11:16 <mr_steal_youre_girl>	this means i get to doxx you
Apr 18 22:11:23 <k_r_a_f_t>	i needed those points to feed my internet children
Apr 18 22:11:27 <jesus_extrocent>	LUL
Apr 18 22:11:36 <logstfbot>	http://logs.tf/2007512
Apr 18 22:11:46 <bioshockfish>	yikes
Apr 18 22:11:47 <romssssssss>	4 points WutFace
**** ENDING LOGGING AT Wed Apr 18 22:11:50 2018

**** BEGIN LOGGING AT Wed Apr 18 22:11:50 2018

Apr 18 22:11:52 <zirtonic>	y i k e s
Apr 18 22:11:55 <dubitable>	yight FailFish
Apr 18 22:11:56 <phace_>	oh no
**** ENDING LOGGING AT Wed Apr 18 22:11:57 2018

**** BEGIN LOGGING AT Wed Apr 18 22:11:57 2018

Apr 18 22:11:59 <sunnyunicorn>	bannySweat
Apr 18 22:12:02 <zeekaptain>	bannySweat
Apr 18 22:12:07 <newleague>	good try yight :)
Apr 18 22:12:07 <bhsr>	How are we earning points
Apr 18 22:12:07 <zinqul>	funkeThe
Apr 18 22:12:09 <3kho>	yighkes
Apr 18 22:12:10 <khilcubed>	shade cant outfrag roamers? yikes
Apr 18 22:12:12 <jesus_extrocent>	oooof
Apr 18 22:12:15 <alightshiningindarkn3ss>	5-0 yikes
Apr 18 22:12:18 <k_r_a_f_t>	yight2Yikes
Apr 18 22:12:19 <lavaa>	The 1 kill he got was an airshot kaidusHaffi
Apr 18 22:12:20 <zeekaptain>	by watching @bhsr
Apr 18 22:12:29 <chaaaad>	which scout was it i wonder
Apr 18 22:12:35 <zirtonic>	arekk LuL
Apr 18 22:12:35 <alphy_>	daamn
Apr 18 22:12:40 <chaaaad>	bannyYikes
Apr 18 22:12:43 <chaaaad>	i was hoping for banny
**** ENDING LOGGING AT Wed Apr 18 22:12:45 2018

**** BEGIN LOGGING AT Wed Apr 18 22:12:45 2018

Apr 18 22:12:51 *	funky_squirrel (funky_squirrel@funky_squirrel.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	kiffkroker (kiffkroker@kiffkroker.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	peniferous (peniferous@peniferous.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	sandskeleton (sandskeleton@sandskeleton.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	wazrufus (wazrufus@wazrufus.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	mehblobfisch (mehblobfisch@mehblobfisch.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	shikishikidesu (shikishikidesu@shikishikidesu.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	nzev (nzev@nzev.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	lucedric (lucedric@lucedric.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	yunotf (yunotf@yunotf.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	laztf_ (laztf_@laztf_.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	instinctgamez (instinctgamez@instinctgamez.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	chileanperson (chileanperson@chileanperson.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	t0pkekxd (t0pkekxd@t0pkekxd.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	n8doge44 (n8doge44@n8doge44.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	mcwobbleston (mcwobbleston@mcwobbleston.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	yotts (yotts@yotts.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	mintitf (mintitf@mintitf.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	figeon (figeon@figeon.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	bettingraju (bettingraju@bettingraju.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	jimijam (jimijam@jimijam.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	suss___ (suss___@suss___.tmi.twitch.tv) has joined
Apr 18 22:12:51 *	dongaconga (dongaconga@dongaconga.tmi.twitch.tv) has left
Apr 18 22:12:51 *	trumpsdisciple (trumpsdisciple@trumpsdisciple.tmi.twitch.tv) has left
Apr 18 22:12:51 *	finski_ (finski_@finski_.tmi.twitch.tv) has left
Apr 18 22:12:51 *	supahkiwi_ (supahkiwi_@supahkiwi_.tmi.twitch.tv) has left
Apr 18 22:12:51 *	138nick (138nick@138nick.tmi.twitch.tv) has left
Apr 18 22:12:51 *	dno_tf2 (dno_tf2@dno_tf2.tmi.twitch.tv) has left
Apr 18 22:12:51 *	jackieho001 (jackieho001@jackieho001.tmi.twitch.tv) has left
Apr 18 22:12:51 *	bon_ (bon_@bon_.tmi.twitch.tv) has left
Apr 18 22:12:51 *	cos__coa (cos__coa@cos__coa.tmi.twitch.tv) has left
Apr 18 22:12:51 *	snipercpa (snipercpa@snipercpa.tmi.twitch.tv) has left
Apr 18 22:12:51 *	devkite (devkite@devkite.tmi.twitch.tv) has left
Apr 18 22:12:51 *	k7kuso (k7kuso@k7kuso.tmi.twitch.tv) has left
Apr 18 22:13:11 <3kho>	Yes
Apr 18 22:13:23 <k_r_a_f_t>	I'd choose you shade
Apr 18 22:13:24 <bunnespin>	Oof_in_the_distance_mp3
Apr 18 22:13:28 <zirtonic>	2K a week
Apr 18 22:13:28 <sunderkeenin>	2000 dollars a week easy
Apr 18 22:13:29 <n8doge44>	2000 a week
Apr 18 22:13:30 <roeeyamini>	2 thousand dollards
Apr 18 22:13:31 <chaaaad>	2k a week easy
Apr 18 22:13:32 <ashjur>	2k a week
Apr 18 22:13:32 <sabretf2>	option 2
Apr 18 22:13:32 <3kho>	2k a week
Apr 18 22:13:33 <infoschwarz>	2K a week
Apr 18 22:13:33 <mr_steal_youre_girl>	im gonna live forever so 2k a week
Apr 18 22:13:33 <necroninja471>	so easy
Apr 18 22:13:33 <jesus_extrocent>	2k a week
Apr 18 22:13:34 <n8doge44>	you high
Apr 18 22:13:34 <duckaroo_duck>	2,000
Apr 18 22:13:35 <phace_>	2mil right now
Apr 18 22:13:35 <bioshockfish>	2k a week
Apr 18 22:13:35 <jiyuunii>	2k/week
Apr 18 22:13:35 <0x0ace>	2K a week, what
Apr 18 22:13:35 <r4ve_>	2 mil
Apr 18 22:13:36 <unvalidusername>	2000 a week
Apr 18 22:13:36 <k_r_a_f_t>	oh defs the 2k per week
Apr 18 22:13:36 <kaurasaur>	2k a week
Apr 18 22:13:37 <necroninja471>	2k duh
Apr 18 22:13:37 <blockheaddd>	2k a week fam
Apr 18 22:13:38 <dubitable>	2000 a week ez
Apr 18 22:13:39 <alightshiningindarkn3ss>	2000 a week easy
Apr 18 22:13:39 <stalebrea>	2k a week
Apr 18 22:13:40 <ezwhip12>	2k a week
Apr 18 22:13:40 <schrodingerrr_>	$2000/week
Apr 18 22:13:41 <lucedric>	2k./week i ain't gotta work
Apr 18 22:13:41 <progradetf2>	2k
Apr 18 22:13:42 <zirtonic>	chat is smart FeelsGoodMan
Apr 18 22:13:43 <essencetf2>	2k
Apr 18 22:13:43 <heuji>	2m
Apr 18 22:13:43 <lavaa>	2k every week blimey
Apr 18 22:13:44 <jimijam>	2M right now
Apr 18 22:13:44 <sunderkeenin>	2000 dollars a week is so so so much better
Apr 18 22:13:44 <kiffkroker>	2k/week
Apr 18 22:13:45 <alphy_>	new 2k a WEEK
Apr 18 22:13:47 <lucedric>	2k a week is six figures
Apr 18 22:13:49 <zinqul>	funkeLUL funkeLUL funkeLUL funkeLUL
Apr 18 22:13:50 <ashjur>	2k a week but what about inflation
Apr 18 22:13:51 <darkxk>	2000 a week because i would spend 1 million on heroin and die
Apr 18 22:13:51 <bork_oof>	2k week
Apr 18 22:13:52 <bametime>	2M
Apr 18 22:13:56 <righteous_bacon>	2k is the right choice but everybody will take the 2m
Apr 18 22:13:57 <mellotf2_>	2k week
Apr 18 22:13:57 <superzcss>	2k ez
Apr 18 22:13:59 <phace_>	you can invest
Apr 18 22:13:59 <3kho>	2k a week is more after 9 years
Apr 18 22:14:04 <r4ve_>	@Shade cuz I could make it into so much ore
Apr 18 22:14:05 <r4ve_>	more
Apr 18 22:14:10 <sunderkeenin>	I don't trust my money management skills enough to deal with the 2mil anyways
Apr 18 22:14:13 <sunderkeenin>	2k a week is better
Apr 18 22:14:13 <mellotf2_>	LUL
Apr 18 22:14:13 <zirtonic>	^
Apr 18 22:14:16 <kedof100>	?
Apr 18 22:14:17 <k_r_a_f_t>	habib shdeHeart
Apr 18 22:14:18 <phace_>	or put it in a back for interest
Apr 18 22:14:19 <kedof100>	habib?
Apr 18 22:14:21 <heuji>	2m you can re-invest and make 2k a week
Apr 18 22:14:22 <duckaroo_duck>	960,000 every ten years
Apr 18 22:14:23 <alightshiningindarkn3ss>	2k is way better
Apr 18 22:14:27 <bork_oof>	<3
Apr 18 22:14:27 *	zinqul (zinqul@zinqul.tmi.twitch.tv) has joined
Apr 18 22:14:27 *	boohooo143 (boohooo143@boohooo143.tmi.twitch.tv) has joined
Apr 18 22:14:27 *	ding0d (ding0d@ding0d.tmi.twitch.tv) has joined
Apr 18 22:14:27 *	rajas (rajas@rajas.tmi.twitch.tv) has joined
Apr 18 22:14:27 *	lanzer__ (lanzer__@lanzer__.tmi.twitch.tv) has joined
Apr 18 22:14:27 *	scirios (scirios@scirios.tmi.twitch.tv) has joined
Apr 18 22:14:27 *	sarjo_14 (sarjo_14@sarjo_14.tmi.twitch.tv) has left
Apr 18 22:14:27 *	shamisen__ (shamisen__@shamisen__.tmi.twitch.tv) has left
Apr 18 22:14:27 *	dispellado (dispellado@dispellado.tmi.twitch.tv) has left
Apr 18 22:14:27 *	yotts (yotts@yotts.tmi.twitch.tv) has left
Apr 18 22:14:28 <zirtonic>	i need a steady flow so i don't blow it all at once
Apr 18 22:14:35 <essencetf2>	19 years actually
Apr 18 22:14:35 <r4ve_>	ofc
Apr 18 22:14:36 <mcwobbleston>	it's 19 years
Apr 18 22:14:38 <bhsr>	But what about when the world ends and money is irrelevant?
Apr 18 22:14:41 <jimijam>	Invest that shit
Apr 18 22:14:44 <bunnespin>	2k a week
Apr 18 22:14:46 <jimijam>	get rich
Apr 18 22:14:47 <phaerity>	Yeah it's 19 years
Apr 18 22:14:48 <n8doge44>	you can buy a gaming pc with every 2k
Apr 18 22:14:51 <monsta_>	put the 2mill into bitcoin LOL
Apr 18 22:14:52 <duckaroo_duck>	1,920,000
Apr 18 22:14:53 <bunnespin>	that shit feeds a famiy
Apr 18 22:14:54 <mellotf2_>	LUL LUL LUL
Apr 18 22:14:54 <k_r_a_f_t>	shdeLUL
Apr 18 22:14:55 <duckaroo_duck>	20 years
Apr 18 22:14:56 <mr_steal_youre_girl>	2k a week is 104,000 a year which is 5% of 2M
Apr 18 22:14:58 <joskendo>	!roulette 20
Apr 18 22:14:58 <jesus_extrocent>	LUL
Apr 18 22:14:58 *	streamelements Joskendo won 20 points in roulette and now has 90 points! FeelsGoodMan
Apr 18 22:15:06 <phace_>	2% of two mill per month
Apr 18 22:15:07 <r4ve_>	yea thats only 100k a year tf
Apr 18 22:15:09 <newleague>	looooooool
Apr 18 22:15:10 <3kho>	FeelsGoodMan
Apr 18 22:15:11 <kaurasaur>	LUL
Apr 18 22:15:14 <jesus_extrocent>	LUL LUL
Apr 18 22:15:15 <zirtonic>	EZ win
Apr 18 22:15:18 <heuji>	shdeLUL
Apr 18 22:15:18 <bioshockfish>	LUL
Apr 18 22:15:18 <romssssssss>	LUL
Apr 18 22:15:19 <3kho>	:wheelchair:
Apr 18 22:15:20 <k_r_a_f_t>	SeemsLegit
**** ENDING LOGGING AT Wed Apr 18 22:15:23 2018

**** BEGIN LOGGING AT Wed Apr 18 22:15:23 2018

Apr 18 22:15:24 <zirtonic>	3kho LUL
Apr 18 22:15:25 <mr_steal_youre_girl>	can you make >= 5% ROI consistently?
Apr 18 22:15:27 <r4ve_>	I would actuallyy do a 50k tf2 lan
Apr 18 22:15:31 <newleague>	tf2 major Kreygasm
Apr 18 22:15:35 <zinqul>	funkeWeez
Apr 18 22:15:39 <k_r_a_f_t>	the shade lan is coming soon shdeGasm
Apr 18 22:15:51 <3kho>	idk why i thought it was 1 million
Apr 18 22:15:51 <mr_steal_youre_girl>	wait, 2 million USD or fake dollars?
Apr 18 22:15:54 <mackeytf>	cheer1 you're mum has the gae
Apr 18 22:15:57 <romssssssss>	sponsored by shade.tf Kreygasm
Apr 18 22:16:09 <jimijam>	I would make a lan like that and bribe all the ow players to switch and kill ow
Apr 18 22:16:10 *	filmowang (filmowang@filmowang.tmi.twitch.tv) has joined
Apr 18 22:16:10 *	gnomasaur (gnomasaur@gnomasaur.tmi.twitch.tv) has joined
Apr 18 22:16:10 *	drapollo1 (drapollo1@drapollo1.tmi.twitch.tv) has joined
Apr 18 22:16:10 *	kippwilson (kippwilson@kippwilson.tmi.twitch.tv) has joined
Apr 18 22:16:10 *	sarjo_14 (sarjo_14@sarjo_14.tmi.twitch.tv) has joined
Apr 18 22:16:10 *	superzcss (superzcss@superzcss.tmi.twitch.tv) has joined
Apr 18 22:16:10 *	mrb0sss (mrb0sss@mrb0sss.tmi.twitch.tv) has left
Apr 18 22:16:10 *	mehblobfisch (mehblobfisch@mehblobfisch.tmi.twitch.tv) has left
Apr 18 22:16:10 *	ryybka (ryybka@ryybka.tmi.twitch.tv) has left
Apr 18 22:16:10 *	yunotf (yunotf@yunotf.tmi.twitch.tv) has left
Apr 18 22:16:10 *	mintitf (mintitf@mintitf.tmi.twitch.tv) has left
Apr 18 22:16:10 *	essomtial (essomtial@essomtial.tmi.twitch.tv) has left
Apr 18 22:16:10 *	4notso (4notso@4notso.tmi.twitch.tv) has left
Apr 18 22:16:10 *	ascarydude (ascarydude@ascarydude.tmi.twitch.tv) has left
Apr 18 22:16:16 <bhsr>	Shade would rig lan u heard it here first
Apr 18 22:16:17 <k_r_a_f_t>	b4nny so bad
Apr 18 22:16:22 <zirtonic>	dont kill OW
Apr 18 22:16:25 <zirtonic>	just kill Blizzard
Apr 18 22:16:34 <jesus_extrocent>	buy blizzard
Apr 18 22:16:38 <bunnespin>	LUL
Apr 18 22:16:46 <jimijam>	I would buy blizzard then buy tf2
Apr 18 22:16:49 <zirtonic>	let OW players experience the slow painful death that TF2 is experiencing
Apr 18 22:16:56 <tomatotom>	!roulette all
Apr 18 22:16:56 *	streamelements PogChamp tomatotom went all in and won 90 points PogChamp he now has 180 points FeelsGoodMan
Apr 18 22:17:06 <bhsr>	I dont think 2million is enough to kill/buy either blizzard or ow
Apr 18 22:17:09 <zirtonic>	why b4nny LUL
Apr 18 22:17:13 <superzcss>	!roulette all
Apr 18 22:17:13 <streamelements>	@superzcss, you dont have any points to roulette FeelsBadMan
Apr 18 22:17:13 <bhsr>	Just throwing that out there
Apr 18 22:17:15 <3kho>	banny../
Apr 18 22:17:19 <jimijam>	@zirtonic tf2 isn't slow dying, it's just sitting there doing nothing
Apr 18 22:17:21 <zirtonic>	"im weak" as he rushes a soldier who has high ground
Apr 18 22:17:26 <jesus_extrocent>	@bhsr not yet
Apr 18 22:17:27 <rocketslay_1>	is this competitive matchmaking
Apr 18 22:17:29 <jimijam>	OW is dying tho
Apr 18 22:17:33 <k_r_a_f_t>	b4nny cut just before grand finals?
Apr 18 22:17:34 <dubitable>	no this is casual
Apr 18 22:17:42 <blockheaddd>	@JimiJam how so whats the evidence
Apr 18 22:17:44 <zirtonic>	OW dying is an entirely different scale than TF2 though
Apr 18 22:17:45 <phace_>	!roulette all
Apr 18 22:17:45 *	streamelements PogChamp phace_ went all in and won 5 points PogChamp he now has 10 points FeelsGoodMan
Apr 18 22:17:45 <ostric4>	overconfidence is a slow and insidious killer
Apr 18 22:17:47 *	nocturnetf2 (nocturnetf2@nocturnetf2.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	4notso (4notso@4notso.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	mintitf (mintitf@mintitf.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	mackeytf (mackeytf@mackeytf.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	ashjur (ashjur@ashjur.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	crypt1 (crypt1@crypt1.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	mrb0sss (mrb0sss@mrb0sss.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	joskendo (joskendo@joskendo.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	5econd5ight (5econd5ight@5econd5ight.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	arthurvich (arthurvich@arthurvich.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	r74c (r74c@r74c.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	ostric4 (ostric4@ostric4.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	4dderall (4dderall@4dderall.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	cricket_piss (cricket_piss@cricket_piss.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	stay_hydrated_bot (stay_hydrated_bot@stay_hydrated_bot.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	marecoose (marecoose@marecoose.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	nadaplusminus (nadaplusminus@nadaplusminus.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	lustycrawdad (lustycrawdad@lustycrawdad.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	fabiofamoso (fabiofamoso@fabiofamoso.tmi.twitch.tv) has joined
Apr 18 22:17:47 *	finestep (finestep@finestep.tmi.twitch.tv) has left
Apr 18 22:17:47 *	instinctgamez (instinctgamez@instinctgamez.tmi.twitch.tv) has left
Apr 18 22:17:47 *	kev777_ (kev777_@kev777_.tmi.twitch.tv) has left
Apr 18 22:17:47 *	dellaaa (dellaaa@dellaaa.tmi.twitch.tv) has left
Apr 18 22:17:47 *	checkyoself22 (checkyoself22@checkyoself22.tmi.twitch.tv) has left
Apr 18 22:17:47 *	jayb1rdd (jayb1rdd@jayb1rdd.tmi.twitch.tv) has left
Apr 18 22:17:47 *	mcwobbleston (mcwobbleston@mcwobbleston.tmi.twitch.tv) has left
Apr 18 22:17:47 *	t0pkekxd (t0pkekxd@t0pkekxd.tmi.twitch.tv) has left
Apr 18 22:17:47 *	steinerw (steinerw@steinerw.tmi.twitch.tv) has left
Apr 18 22:17:47 *	suss___ (suss___@suss___.tmi.twitch.tv) has left
Apr 18 22:17:47 *	nokk (nokk@nokk.tmi.twitch.tv) has left
Apr 18 22:17:47 *	thenovalisk (thenovalisk@thenovalisk.tmi.twitch.tv) has left
Apr 18 22:17:47 *	jtv removes channel operator status from steinerw
Apr 18 22:17:50 <b4nnysbottom>	Y’all fucks with Macklemore
Apr 18 22:17:52 <jimijam>	actually tf2 is still growing really
Apr 18 22:18:03 <rocketslay_1>	lots of people in the overwatch stream community hate ranked
Apr 18 22:18:04 <zirtonic>	TF2 has been at 50K a month for a while IIRC
Apr 18 22:18:05 <newleague>	habib loool
Apr 18 22:18:07 <phace_>	!duel 3kho 10
Apr 18 22:18:07 <streamelements>	@phace_, 3kho only has 5 points LUL
Apr 18 22:18:11 <tomatotom>	@Zirtonic its very unlikely tf2 is going to actually die, it may continue to stagnate how it is but it is only up
Apr 18 22:18:14 <phace_>	!duel 3kho 5
Apr 18 22:18:15 <streamelements>	@3kho, phace_ wants to duel you for 5 points, you can !accept or !deny within 2 minutes
Apr 18 22:18:16 <3kho>	tf2 has too many people with too many hours to quit now
Apr 18 22:18:18 <3kho>	!accept
Apr 18 22:18:18 *	streamelements phace_ won the Duel vs 3kho PogChamp phace_ won 5 points FeelsGoodMan
Apr 18 22:18:21 <3kho>	sur
Apr 18 22:18:26 <jesus_extrocent>	LUL
Apr 18 22:18:30 <heuji>	!points
Apr 18 22:18:31 <streamelements>	@heuji, heuji has 1155 points and is rank 217/14634 on the leaderboard.
Apr 18 22:18:39 <n8doge44>	OW is a trend game that will be overshadowed with the next "major" shooter game, TF2 is slow dying but the community is trying to breath life into it at the same rate at which it dies
Apr 18 22:18:51 <zirtonic>	tomatotom FeelsGoodMan it will never die
Apr 18 22:18:52 <phace_>	!duel jesus_extrocent 5
Apr 18 22:18:52 <streamelements>	@jesus_extrocent, phace_ wants to duel you for 5 points, you can !accept or !deny within 2 minutes
Apr 18 22:19:07 <jesus_extrocent>	!accept
Apr 18 22:19:07 *	streamelements phace_ won the Duel vs jesus_extrocent PogChamp phace_ won 5 points FeelsGoodMan
Apr 18 22:19:15 <jesus_extrocent>	rigged
Apr 18 22:19:19 <phace_>	yes
Apr 18 22:19:23 <phace_>	!roulette 10
Apr 18 22:19:24 *	streamelements phace_ won 10 points in roulette and now has 30 points! FeelsGoodMan
Apr 18 22:19:28 *	bej__ (bej__@bej__.tmi.twitch.tv) has joined
Apr 18 22:19:28 *	wasaroku (wasaroku@wasaroku.tmi.twitch.tv) has joined
Apr 18 22:19:28 *	sparesticks (sparesticks@sparesticks.tmi.twitch.tv) has joined
Apr 18 22:19:28 *	graybill1 (graybill1@graybill1.tmi.twitch.tv) has joined
Apr 18 22:19:28 *	yaiima (yaiima@yaiima.tmi.twitch.tv) has joined
Apr 18 22:19:28 *	b4nnysbottom (b4nnysbottom@b4nnysbottom.tmi.twitch.tv) has joined
Apr 18 22:19:28 *	euler_tf (euler_tf@euler_tf.tmi.twitch.tv) has joined
Apr 18 22:19:28 *	rocketslay_1 (rocketslay_1@rocketslay_1.tmi.twitch.tv) has joined
Apr 18 22:19:28 *	stalebrea (stalebrea@stalebrea.tmi.twitch.tv) has left
Apr 18 22:19:28 *	cool_dog4567 (cool_dog4567@cool_dog4567.tmi.twitch.tv) has left
Apr 18 22:19:28 *	kabajii (kabajii@kabajii.tmi.twitch.tv) has left
Apr 18 22:19:28 *	apt____ (apt____@apt____.tmi.twitch.tv) has left
Apr 18 22:19:28 *	master_turtle1 (master_turtle1@master_turtle1.tmi.twitch.tv) has left
Apr 18 22:19:28 *	jtv gives channel operator status to bej__
Apr 18 22:19:31 <sunnyunicorn>	3-5 this map
Apr 18 22:19:36 <k_r_a_f_t>	Officially announcing the kraft tf2 lan, prizepoolof 50$, hosted at my apartment on friday night, girls only
Apr 18 22:19:37 <jesus_extrocent>	okay. extra rigged
Apr 18 22:19:39 <discordtf>	@N8Doge44 proof? or just pure conjecture
Apr 18 22:19:42 <zirtonic>	TF2 will die if valve doesn't remove the crossbow though
Apr 18 22:19:46 <discordtf>	!dule phace_ 15
Apr 18 22:19:48 <funky_squirrel>	!roulette 30
Apr 18 22:19:49 *	streamelements Funky_Squirrel won 30 points in roulette and now has 225 points! FeelsGoodMan
Apr 18 22:19:51 <mr_steal_youre_girl>	@k_r_a_f_t im in
Apr 18 22:19:51 <discordtf>	!duel phace_ 15
Apr 18 22:19:51 <streamelements>	@phace_, discordtf wants to duel you for 15 points, you can !accept or !deny within 2 minutes
